медицинах;медици́нах;form;медицина;медици́на;3844
историку;исто́рику;form;историк;исто́рик;4088
историкам;исто́рикам;form;историк;исто́рик;4088
историка;исто́рика;form;историк;исто́рик;4088
историков;исто́риков;form;историк;исто́рик;4088
историком;исто́риком;form;историк;исто́рик;4088
историками;исто́риками;form;историк;исто́рик;4088
историке;исто́рике;form;историк;исто́рик;4088
историках;исто́риках;form;историк;исто́рик;4088
хозяйственный;хозя́йственный;normal;хозяйственный;хозя́йственный;4089
хозяйственный;хозя́йственный;form;хозяйственный;хозя́йственный;4089
хозяйственное;хозя́йственное;form;хозяйственный;хозя́йственный;4089
хозяйственная;хозя́йственная;form;хозяйственный;хозя́йственный;4089
хозяйственные;хозя́йственные;form;хозяйственный;хозя́йственный;4089
хозяйственного;хозя́йственного;form;хозяйственный;хозя́йственный;4089
хозяйственного;хозя́йственного;form;хозяйственный;хозя́йственный;4089
хозяйственной;хозя́йственной;form;хозяйственный;хозя́йственный;4089
хозяйственных;хозя́йственных;form;хозяйственный;хозя́йственный;4089
хозяйственному;хозя́йственному;form;хозяйственный;хозя́йственный;4089
хозяйственному;хозя́йственному;form;хозяйственный;хозя́йственный;4089
хозяйственной;хозя́йственной;form;хозяйственный;хозя́йственный;4089
хозяйственным;хозя́йственным;form;хозяйственный;хозя́йственный;4089
хозяйственного;хозя́йственного;form;хозяйственный;хозя́йственный;4089
хозяйственное;хозя́йственное;form;хозяйственный;хозя́йственный;4089
хозяйственную;хозя́йственную;form;хозяйственный;хозя́йственный;4089
хозяйственных;хозя́йственных;form;хозяйственный;хозя́йственный;4089
хозяйственный;хозя́йственный;form;хозяйственный;хозя́йственный;4089
хозяйственные;хозя́йственные;form;хозяйственный;хозя́йственный;4089
хозяйственным;хозя́йственным;form;хозяйственный;хозя́йственный;4089
хозяйственным;хозя́йственным;form;хозяйственный;хозя́йственный;4089
хозяйственными;хозя́йственными;form;хозяйственный;хозя́йственный;4089
хозяйственном;хозя́йственном;form;хозяйственный;хозя́йственный;4089
хозяйственном;хозя́йственном;form;хозяйственный;хозя́йственный;4089
