глупостях;глу́постях;form;глупость;глу́пость;2117
поддержки;подде́ржки;form;поддержка;подде́ржка;2260
поддержек;подде́ржек;form;поддержка;подде́ржка;2260
поддержке;подде́ржке;form;поддержка;подде́ржка;2260
поддержкам;подде́ржкам;form;поддержка;подде́ржка;2260
поддержку;подде́ржку;form;поддержка;подде́ржка;2260
поддержки;подде́ржки;form;поддержка;подде́ржка;2260
поддержкой;подде́ржкой;form;поддержка;подде́ржка;2260
поддержкою;подде́ржкою;form;поддержка;подде́ржка;2260
поддержками;подде́ржками;form;поддержка;подде́ржка;2260
поддержке;подде́ржке;form;поддержка;подде́ржка;2260
поддержках;подде́ржках;form;поддержка;подде́ржка;2260
facilitate;facilitate;normal;facilitate;facilitate;2261
facilitate;facilitate;form;facilitate;facilitate;2261
facilitates;facilitates;form;facilitate;facilitate;2261
facilitated;facilitated;form;facilitate;facilitate;2261
facilitated;facilitated;form;facilitate;facilitate;2261
facilitating;facilitating;form;facilitate;facilitate;2261
запретивший;запрети́вший;normal;запретивший;запрети́вший;2261
запретивший;запрети́вший;form;запретивший;запрети́вший;2261
запретившее;запрети́вшее;form;запретивший;запрети́вший;2261
запретившая;запрети́вшая;form;запретивший;запрети́вший;2261
